source,id,confidence,n_load_bearing_walls,n_annotated_columns,n_derived_columns,n_columns,n_lines_x,n_lines_y,footprint_x,footprint_y,area,span_x_mean,span_x_min,span_x_max,span_x_std,span_y_mean,span_y_min,span_y_max,span_y_std,cols_per_karea,aspect_ratio,cov_x,cov_y,regularity,perimeter_cols,interior_cols,interior_ratio,span_ratio_xy
CubiCasa,11587,relative-scale,28,0,7,7,3,3,1252.99,351.17,440012.498,626.495,582.31,670.68,44.185,175.585,119.59,231.58,55.995,0.016,3.568,0.071,0.319,0.72,6,1,0.143,3.568
CubiCasa,11577,relative-scale,59,7,20,27,14,11,2867.04,1811.05,5192352.792,220.542,0.08,819.33,216.861,181.105,0.57,457.43,167.073,0.005,1.583,0.983,0.923,0.344,10,17,0.63,1.218
CubiCasa,11572,relative-scale,35,3,12,15,7,7,1097.85,1237.14,1358194.149,182.975,2.53,381.26,165.922,206.19,0.42,686.69,244.948,0.011,0.887,0.907,1.188,0.323,2,13,0.867,0.887
CubiCasa,11566,relative-scale,31,0,13,13,3,5,1017.22,971.35,988076.647,508.61,506.09,511.13,2.52,242.837,21.14,331.33,128.491,0.013,1.047,0.005,0.529,0.652,10,3,0.231,2.094
CubiCasa,11545,relative-scale,29,3,10,13,6,6,931.5,1341.25,1249374.375,186.3,0.8,549.33,194.254,268.25,7.27,758.0,259.191,0.01,0.695,1.043,0.966,0.332,8,5,0.385,0.695
CubiCasa,11526,relative-scale,29,0,11,11,5,3,1414.53,913.81,1292611.659,353.632,63.06,542.99,190.172,456.905,64.46,849.35,392.445,0.009,1.548,0.538,0.859,0.417,9,2,0.182,0.774
CubiCasa,11475,relative-scale,20,3,6,8,4,5,470.92,1281.76,603606.419,156.973,8.64,263.59,108.182,320.44,33.3,913.75,347.445,0.013,0.367,0.689,1.084,0.361,5,3,0.375,0.49
CubiCasa,11461,relative-scale,18,0,8,8,3,3,989.95,993.05,983069.848,494.975,452.37,537.58,42.605,496.525,415.75,577.3,80.775,0.008,0.997,0.086,0.163,0.801,7,1,0.125,0.997
CubiCasa,11460,relative-scale,24,0,14,14,4,4,593.42,1000.02,593431.868,197.807,41.66,442.52,175.224,333.34,274.54,412.63,58.207,0.024,0.593,0.886,0.175,0.485,11,3,0.214,0.593
CubiCasa,11453,relative-scale,49,10,14,22,14,11,2161.0,1076.14,2325538.54,166.231,0.68,694.28,204.315,107.614,3.24,362.9,107.053,0.009,2.008,1.229,0.995,0.31,9,13,0.591,1.545
CubiCasa,11451,relative-scale,39,0,9,9,3,3,1545.32,1048.77,1620685.256,772.66,588.79,956.53,183.87,524.385,440.4,608.37,83.985,0.006,1.473,0.238,0.16,0.715,8,1,0.111,1.473
CubiCasa,11421,relative-scale,27,0,11,11,4,3,1110.66,449.74,499508.228,370.22,117.02,516.12,179.732,224.87,87.27,362.47,137.6,0.022,2.47,0.485,0.612,0.477,9,2,0.182,1.646
CubiCasa,11407,relative-scale,32,9,8,17,11,9,2158.79,705.98,1524062.564,215.879,0.01,1227.65,357.726,88.248,0.92,241.36,95.282,0.011,3.058,1.657,1.08,0.268,8,9,0.529,2.446
CubiCasa,11404,relative-scale,29,3,12,15,8,7,1553.35,1298.07,2016357.034,221.907,1.94,475.42,157.294,216.345,3.75,430.7,183.363,0.007,1.197,0.709,0.848,0.391,8,7,0.467,1.026
CubiCasa,11401,relative-scale,31,0,15,15,5,4,1516.23,749.05,1135732.081,379.058,134.37,538.1,156.599,249.683,51.11,542.17,211.187,0.013,2.024,0.413,0.846,0.443,11,4,0.267,1.518
CubiCasa,11386,relative-scale,17,0,6,6,4,2,1106.88,748.73,828754.262,368.96,149.93,571.47,172.489,748.73,748.73,748.73,0.0,0.007,1.478,0.468,0.0,0.681,6,0,0.0,0.493
CubiCasa,11380,relative-scale,19,2,5,7,4,4,920.52,1025.34,943845.977,306.84,102.22,580.91,201.5,341.78,113.47,705.06,259.689,0.007,0.898,0.657,0.76,0.414,5,2,0.286,0.898
CubiCasa,11368,relative-scale,41,2,14,16,7,6,1731.27,1037.58,1796331.127,288.545,1.25,486.84,146.286,207.516,6.13,479.31,165.859,0.009,1.669,0.507,0.799,0.434,10,6,0.375,1.39
CubiCasa,11359,relative-scale,25,0,14,14,6,3,932.15,689.04,642288.636,186.43,101.72,389.21,104.411,344.52,220.58,468.46,123.94,0.022,1.353,0.56,0.36,0.521,12,2,0.143,0.541
CubiCasa,11339,relative-scale,50,0,14,14,4,4,1512.63,1359.04,2055724.675,504.21,26.33,820.44,343.754,453.013,63.02,973.8,383.154,0.007,1.113,0.682,0.846,0.396,10,4,0.286,1.113
CubiCasa,11327,relative-scale,20,0,7,7,3,3,664.63,382.94,254513.412,332.315,153.11,511.52,179.205,191.47,91.36,291.58,100.11,0.028,1.736,0.539,0.523,0.485,6,1,0.143,1.736
CubiCasa,11315,relative-scale,72,0,8,8,4,2,2651.98,867.52,2300645.69,883.993,110.42,1271.37,546.999,867.52,867.52,867.52,0.0,0.003,3.057,0.619,0.0,0.618,8,0,0.0,1.019
CubiCasa,11301,relative-scale,70,0,39,39,6,8,1574.74,1648.24,2595549.458,314.948,75.01,433.44,131.217,235.463,84.44,403.14,102.22,0.015,0.955,0.417,0.434,0.54,22,17,0.436,1.338
CubiCasa,11285,relative-scale,65,9,13,22,12,12,2868.26,1073.0,3077642.98,260.751,0.02,1176.71,369.689,97.545,1.2,339.4,128.636,0.007,2.673,1.418,1.319,0.268,4,18,0.818,2.673
CubiCasa,11220,relative-scale,30,4,4,6,4,4,859.54,1504.56,1293229.502,286.513,188.92,380.47,78.242,501.52,0.06,1374.58,619.619,0.005,0.571,0.273,1.235,0.399,5,1,0.167,0.571
CubiCasa,11213,relative-scale,16,1,4,5,3,3,1161.26,661.69,768394.129,580.63,486.57,674.69,94.06,330.845,316.11,345.58,14.735,0.007,1.755,0.162,0.045,0.829,5,0,0.0,1.755
CubiCasa,11204,relative-scale,85,14,12,22,13,14,3182.3,1208.79,3846732.417,265.192,0.63,465.34,142.332,92.984,0.05,424.19,125.296,0.006,2.633,0.537,1.348,0.347,7,15,0.682,2.852
CubiCasa,11184,relative-scale,26,0,13,13,5,3,830.44,939.93,780555.469,207.61,22.3,560.21,207.804,469.965,277.48,662.45,192.485,0.017,0.884,1.001,0.41,0.415,10,3,0.231,0.442
CubiCasa,11182,relative-scale,19,0,6,6,2,4,382.08,595.35,227471.328,382.08,382.08,382.08,0.0,198.45,190.37,213.92,10.943,0.026,0.642,0.0,0.055,0.948,6,0,0.0,1.925
CubiCasa,11160,relative-scale,25,1,11,12,5,4,757.41,1199.78,908725.37,189.352,41.43,368.3,119.387,399.927,175.47,780.42,270.495,0.013,0.631,0.63,0.676,0.433,9,3,0.25,0.473
CubiCasa,11153,relative-scale,25,0,10,10,4,3,1142.54,847.12,967868.485,380.847,340.85,422.79,33.48,423.56,171.47,675.65,252.09,0.01,1.349,0.088,0.595,0.594,9,1,0.1,0.899
CubiCasa,11145,relative-scale,70,7,20,26,10,11,2815.34,1243.52,3500931.597,312.816,19.64,612.87,190.448,124.352,0.01,390.2,108.549,0.007,2.264,0.609,0.873,0.403,7,19,0.731,2.516
CubiCasa,11142,relative-scale,24,2,9,11,5,5,1263.76,730.18,922772.277,315.94,2.87,556.56,215.479,182.545,20.96,387.01,160.797,0.012,1.731,0.682,0.881,0.39,8,3,0.273,1.731
CubiCasa,11130,relative-scale,71,0,12,12,4,3,2363.46,1222.56,2889471.658,787.82,127.59,1117.97,466.853,611.28,351.75,870.81,259.53,0.004,1.933,0.593,0.425,0.496,10,2,0.167,1.289
CubiCasa,11122,relative-scale,45,10,7,17,11,13,1796.99,1334.21,2397562.028,179.699,1.55,606.28,186.466,111.184,0.1,278.09,92.029,0.007,1.347,1.038,0.828,0.349,5,12,0.706,1.616
CubiCasa,11118,relative-scale,16,1,3,4,3,3,675.85,906.58,612712.093,337.925,101.18,574.67,236.745,453.29,20.26,886.32,433.03,0.007,0.745,0.701,0.955,0.377,3,1,0.25,0.745
CubiCasa,11109,relative-scale,24,0,8,8,2,4,1227.32,647.36,794517.875,1227.32,1227.32,1227.32,0.0,215.787,33.16,423.17,160.18,0.01,1.896,0.0,0.742,0.574,8,0,0.0,5.688
CubiCasa,11086,relative-scale,27,0,4,4,2,2,303.85,683.79,207769.592,303.85,303.85,303.85,0.0,683.79,683.79,683.79,0.0,0.019,0.444,0.0,0.0,1.0,4,0,0.0,0.444
CubiCasa,11085,relative-scale,27,0,12,12,5,3,1139.75,760.35,866608.912,284.938,157.59,415.77,105.262,380.175,148.03,612.32,232.145,0.014,1.499,0.369,0.611,0.505,10,2,0.167,0.749
CubiCasa,11079,relative-scale,17,3,6,9,5,6,506.7,1148.5,581944.95,126.675,3.27,226.84,100.086,229.7,0.05,576.89,232.981,0.015,0.441,0.79,1.014,0.357,7,2,0.222,0.551
CubiCasa,11066,relative-scale,23,0,4,4,2,2,928.27,541.12,502305.462,928.27,928.27,928.27,0.0,541.12,541.12,541.12,0.0,0.008,1.715,0.0,0.0,1.0,4,0,0.0,1.715
CubiCasa,11049,relative-scale,29,0,15,15,4,5,1216.51,866.6,1054227.566,405.503,101.34,611.25,219.494,216.65,40.53,385.78,137.239,0.014,1.404,0.541,0.633,0.46,11,4,0.267,1.872
CubiCasa,11035,relative-scale,60,2,16,17,6,5,2041.83,1471.67,3004899.956,408.366,40.04,937.71,325.785,367.918,130.14,676.29,227.205,0.006,1.387,0.798,0.618,0.414,10,7,0.412,1.11
CubiCasa,11032,relative-scale,58,5,10,15,8,7,1431.89,1391.32,1992217.195,204.556,6.65,469.12,134.069,231.887,0.47,745.55,253.124,0.008,1.029,0.655,1.092,0.364,9,6,0.4,0.882
CubiCasa,11001,relative-scale,17,0,4,4,2,2,565.69,835.93,472877.242,565.69,565.69,565.69,0.0,835.93,835.93,835.93,0.0,0.008,0.677,0.0,0.0,1.0,4,0,0.0,0.677
CubiCasa,11000,relative-scale,19,0,4,4,2,2,879.3,853.44,750429.792,879.3,879.3,879.3,0.0,853.44,853.44,853.44,0.0,0.005,1.03,0.0,0.0,1.0,4,0,0.0,1.03
CubiCasa,10755,relative-scale,25,0,10,10,2,5,872.91,667.11,582326.99,872.91,872.91,872.91,0.0,166.778,16.11,333.2,148.591,0.017,1.308,0.0,0.891,0.529,10,0,0.0,5.234
CubiCasa,10754,relative-scale,46,9,11,20,13,13,1300.71,1225.55,1594085.141,108.392,2.91,269.13,76.304,102.129,0.38,453.85,146.662,0.013,1.061,0.704,1.436,0.318,6,14,0.7,1.061
CubiCasa,10737,relative-scale,18,1,9,10,4,5,611.38,622.15,380370.067,203.793,4.52,339.17,143.898,155.538,11.15,335.86,116.246,0.026,0.983,0.706,0.747,0.408,8,2,0.2,1.31
CubiCasa,10735,relative-scale,30,0,23,23,4,6,530.26,1090.3,578142.478,176.753,21.83,349.31,134.273,218.06,148.35,246.74,36.997,0.04,0.486,0.76,0.17,0.518,15,8,0.348,0.811
CubiCasa,10733,relative-scale,33,0,15,15,4,5,1148.94,700.12,804395.873,382.98,233.97,467.26,105.668,175.03,88.04,290.58,75.054,0.019,1.641,0.276,0.429,0.587,12,3,0.2,2.188
CubiCasa,6378,relative-scale,29,2,11,13,6,5,1123.88,704.02,791233.998,224.776,51.44,448.63,147.132,176.005,39.94,446.71,165.671,0.016,1.596,0.655,0.941,0.385,9,4,0.308,1.277
CubiCasa,10786,relative-scale,46,0,12,12,3,5,1754.15,1014.1,1778883.515,877.075,656.95,1097.2,220.125,253.525,99.94,444.79,134.585,0.007,1.73,0.251,0.531,0.561,10,2,0.167,3.46
CubiCasa,10730,relative-scale,30,0,8,8,2,4,874.17,764.98,668722.567,874.17,874.17,874.17,0.0,254.993,131.42,470.66,153.04,0.012,1.143,0.0,0.6,0.625,8,0,0.0,3.428
CubiCasa,10719,relative-scale,30,0,10,10,7,2,1034.73,786.31,813618.546,172.455,29.82,354.11,110.132,786.31,786.31,786.31,0.0,0.012,1.316,0.639,0.0,0.61,10,0,0.0,0.219
CubiCasa,10717,relative-scale,23,0,6,6,3,2,682.69,996.42,680245.97,341.345,166.91,515.78,174.435,996.42,996.42,996.42,0.0,0.009,0.685,0.511,0.0,0.662,6,0,0.0,0.343
CubiCasa,10702,relative-scale,47,25,20,32,12,14,1578.03,2000.19,3156359.826,143.457,0.02,665.24,185.862,153.861,0.27,272.34,103.373,0.01,0.789,1.296,0.672,0.337,14,18,0.562,0.932
CubiCasa,10697,relative-scale,30,0,6,6,4,2,1264.13,265.28,335348.406,421.377,87.97,738.53,265.839,265.28,265.28,265.28,0.0,0.018,4.765,0.631,0.0,0.613,6,0,0.0,1.588
CubiCasa,10695,relative-scale,46,4,8,12,7,7,1386.32,1616.64,2241180.365,231.053,17.07,393.22,142.048,269.44,0.12,828.18,277.608,0.005,0.858,0.615,1.03,0.378,7,5,0.417,0.858
CubiCasa,10668,relative-scale,28,0,9,9,3,4,957.22,1216.08,1164056.098,478.61,207.7,749.52,270.91,405.36,196.34,624.9,175.117,0.008,0.787,0.566,0.432,0.5,7,2,0.222,1.181
CubiCasa,10630,relative-scale,73,0,18,18,4,6,1766.31,1543.52,2726334.811,588.77,228.84,1178.73,420.522,308.704,107.39,577.86,156.781,0.007,1.144,0.714,0.508,0.45,11,7,0.389,1.907
CubiCasa,10588,relative-scale,58,0,18,18,6,4,2988.06,1109.62,3315611.137,597.612,110.25,1435.01,490.451,369.873,197.58,708.92,239.753,0.005,2.693,0.821,0.648,0.405,12,6,0.333,1.616
CubiCasa,10584,relative-scale,15,0,11,11,3,4,220.84,737.31,162827.54,110.42,38.0,182.84,72.42,245.77,31.16,372.34,152.565,0.068,0.3,0.656,0.621,0.439,9,2,0.182,0.449
CubiCasa,10578,relative-scale,33,0,8,8,4,2,1276.12,914.35,1166820.322,425.373,65.75,606.9,254.296,914.35,914.35,914.35,0.0,0.007,1.396,0.598,0.0,0.626,8,0,0.0,0.465
CubiCasa,10576,relative-scale,18,0,9,9,3,4,544.43,532.54,289930.752,272.215,201.87,342.56,70.345,177.513,30.5,347.3,130.332,0.031,1.022,0.258,0.734,0.502,8,1,0.111,1.533
CubiCasa,10575,relative-scale,56,0,18,18,6,3,1558.93,1396.28,2176702.78,311.786,283.22,334.71,19.124,698.14,248.17,1148.11,449.97,0.008,1.116,0.061,0.645,0.586,14,4,0.222,0.447
CubiCasa,10560,relative-scale,39,8,15,23,12,13,1551.8,1386.48,2151539.664,141.073,0.18,374.58,144.657,115.54,0.74,308.52,104.06,0.011,1.119,1.025,0.901,0.342,6,17,0.739,1.221
CubiCasa,10549,relative-scale,15,0,4,4,2,2,472.68,696.27,329112.904,472.68,472.68,472.68,0.0,696.27,696.27,696.27,0.0,0.012,0.679,0.0,0.0,1.0,4,0,0.0,0.679
CubiCasa,10547,relative-scale,14,0,4,4,2,2,858.0,604.51,518669.58,858.0,858.0,858.0,0.0,604.51,604.51,604.51,0.0,0.008,1.419,0.0,0.0,1.0,4,0,0.0,1.419
CubiCasa,10546,relative-scale,29,0,10,10,5,2,1181.27,578.74,683648.2,295.318,41.82,575.55,189.179,578.74,578.74,578.74,0.0,0.015,2.041,0.641,0.0,0.61,10,0,0.0,0.51
CubiCasa,10543,relative-scale,33,0,10,10,4,3,1502.68,934.6,1404404.728,500.893,38.37,897.13,353.707,467.3,378.98,555.62,88.32,0.007,1.608,0.706,0.189,0.528,9,1,0.1,1.072
CubiCasa,10514,relative-scale,28,1,13,14,4,6,658.4,956.54,629785.936,219.467,21.56,474.61,189.333,191.308,27.91,342.46,115.312,0.022,0.688,0.863,0.603,0.406,10,4,0.286,1.147
CubiCasa,10500,relative-scale,34,0,6,6,2,3,1201.75,866.16,1040907.78,1201.75,1201.75,1201.75,0.0,433.08,365.4,500.76,67.68,0.006,1.387,0.0,0.156,0.865,6,0,0.0,2.775
CubiCasa,10491,relative-scale,44,2,7,9,5,5,1456.57,1014.33,1477442.648,364.142,212.64,611.06,148.988,253.582,0.54,488.54,187.496,0.006,1.436,0.409,0.739,0.465,7,2,0.222,1.436
CubiCasa,10465,relative-scale,31,7,6,13,10,9,1334.47,1127.14,1504134.516,148.274,0.26,377.7,120.41,140.892,0.14,749.37,236.018,0.009,1.184,0.812,1.675,0.287,6,7,0.538,1.052
CubiCasa,10437,relative-scale,160,13,36,48,19,18,3896.13,1893.08,7375685.78,216.452,0.02,867.24,216.896,111.358,1.2,380.07,120.677,0.007,2.058,1.002,1.084,0.324,10,38,0.792,1.944
CubiCasa,10434,relative-scale,52,1,11,12,4,5,1633.84,1213.54,1982730.194,544.613,3.23,1064.79,433.639,303.385,14.56,856.04,327.375,0.006,1.346,0.796,1.079,0.348,7,5,0.417,1.795
CubiCasa,10432,relative-scale,34,0,10,10,2,5,423.48,998.52,422853.25,423.48,423.48,423.48,0.0,249.63,123.69,365.59,96.333,0.024,0.424,0.0,0.386,0.722,10,0,0.0,1.696
CubiCasa,10410,relative-scale,19,0,22,22,4,7,493.56,750.53,370431.587,164.52,112.64,244.64,57.47,125.088,14.52,538.06,186.444,0.059,0.658,0.349,1.49,0.352,15,7,0.318,1.315
CubiCasa,10397,relative-scale,28,0,12,12,4,3,852.96,866.36,738970.426,284.32,170.74,361.42,82.007,433.18,50.88,815.48,382.3,0.016,0.985,0.288,0.883,0.461,10,2,0.167,0.656
CubiCasa,10378,relative-scale,43,0,12,12,5,3,972.44,701.24,681913.826,243.11,159.21,324.23,80.27,350.62,311.67,389.57,38.95,0.018,1.387,0.33,0.111,0.694,12,0,0.0,0.693
CubiCasa,10372,relative-scale,51,6,16,22,11,9,1870.06,1290.96,2414172.658,187.006,15.18,527.09,164.872,161.37,0.25,824.74,260.58,0.009,1.449,0.882,1.615,0.286,13,9,0.409,1.159
CubiCasa,10363,relative-scale,33,2,4,6,4,3,1039.63,553.7,575643.131,346.543,20.54,851.99,362.378,276.85,81.58,472.12,195.27,0.01,1.878,1.046,0.705,0.364,5,1,0.167,1.252
CubiCasa,10354,relative-scale,26,0,12,12,4,3,534.43,355.54,190011.242,178.143,25.89,327.45,123.129,177.77,149.8,205.74,27.97,0.063,1.503,0.691,0.157,0.541,10,2,0.167,1.002
CubiCasa,10341,relative-scale,33,0,9,9,3,4,1153.01,1061.6,1224035.416,576.505,449.71,703.3,126.795,353.867,34.86,603.84,237.359,0.007,1.086,0.22,0.671,0.529,8,1,0.111,1.629
CubiCasa,13249,relative-scale,18,0,9,9,3,3,636.35,591.16,376184.666,318.175,14.6,621.75,303.575,295.58,33.43,557.73,262.15,0.024,1.076,0.954,0.887,0.352,8,1,0.111,1.076
CubiCasa,13216,relative-scale,24,0,5,5,3,2,685.11,300.67,205992.024,342.555,206.74,478.37,135.815,300.67,300.67,300.67,0.0,0.024,2.279,0.396,0.0,0.716,5,0,0.0,1.139
CubiCasa,13210,relative-scale,51,8,8,10,6,4,2495.39,768.57,1917881.892,499.078,145.92,931.35,281.817,256.19,19.08,388.28,168.026,0.005,3.247,0.565,0.656,0.45,8,2,0.2,1.948
CubiCasa,13193,relative-scale,68,6,18,24,14,6,2518.04,1310.84,3300747.554,193.695,2.27,738.25,210.081,262.168,9.32,755.67,261.328,0.007,1.921,1.085,0.997,0.325,9,15,0.625,0.739
CubiCasa,13186,relative-scale,27,0,8,8,3,3,1076.29,727.0,782462.83,538.145,303.67,772.62,234.475,363.5,360.25,366.75,3.25,0.01,1.48,0.436,0.009,0.692,7,1,0.125,1.48
CubiCasa,13185,relative-scale,36,2,10,12,6,5,1113.99,933.65,1040076.763,222.798,2.63,394.81,177.131,233.412,4.0,722.99,293.923,0.012,1.193,0.795,1.259,0.327,8,4,0.333,0.955
CubiCasa,13177,relative-scale,75,0,18,18,7,4,2742.61,1145.23,3140919.25,457.102,83.36,859.41,316.9,381.743,82.85,878.38,353.595,0.006,2.395,0.693,0.926,0.382,13,5,0.278,1.197
CubiCasa,13168,relative-scale,18,0,7,7,2,4,253.09,743.32,188126.859,253.09,253.09,253.09,0.0,247.773,188.73,322.29,55.613,0.037,0.34,0.0,0.224,0.817,7,0,0.0,1.021
CubiCasa,13153,relative-scale,37,3,17,20,8,8,1256.01,1595.99,2004579.4,179.43,3.03,394.7,151.939,227.999,1.12,524.54,180.025,0.01,0.787,0.847,0.79,0.379,10,10,0.5,0.787
CubiCasa,13136,relative-scale,50,4,6,10,7,4,1539.16,991.04,1525369.126,256.527,0.41,458.11,151.077,330.347,0.65,865.02,381.484,0.007,1.553,0.589,1.155,0.364,5,5,0.5,0.777
CubiCasa,13120,relative-scale,16,0,5,5,2,3,363.66,586.65,213341.139,363.66,363.66,363.66,0.0,293.325,135.18,451.47,158.145,0.023,0.62,0.0,0.539,0.65,5,0,0.0,1.24
CubiCasa,13118,relative-scale,20,0,7,7,3,3,1084.78,757.66,821894.415,542.39,536.26,548.52,6.13,378.83,371.76,385.9,7.07,0.009,1.432,0.011,0.019,0.971,6,1,0.143,1.432
CubiCasa,13078,relative-scale,46,3,15,18,7,8,1392.87,1175.41,1637193.327,232.145,6.9,338.25,117.929,167.916,0.07,668.52,219.077,0.011,1.185,0.508,1.305,0.356,8,10,0.556,1.383
CubiCasa,13072,relative-scale,27,0,10,10,3,5,420.76,884.06,371977.086,210.38,189.9,230.86,20.48,221.015,149.22,314.91,59.829,0.027,0.476,0.097,0.271,0.731,9,1,0.1,0.952
CubiCasa,13070,relative-scale,34,2,10,11,4,5,1294.32,680.39,880642.385,431.44,2.11,1046.84,446.342,170.098,49.22,362.04,128.855,0.012,1.902,1.035,0.758,0.358,9,2,0.182,2.536
CubiCasa,13048,relative-scale,54,0,18,18,5,5,1526.85,1297.86,1981637.541,381.712,270.29,515.93,87.755,324.465,83.34,703.13,251.008,0.009,1.176,0.23,0.774,0.499,13,5,0.278,1.176
CubiCasa,13039,relative-scale,36,4,4,8,6,5,1300.09,1067.49,1387833.074,260.018,63.37,815.38,281.597,266.872,0.8,905.42,374.253,0.006,1.218,1.083,1.402,0.287,5,3,0.375,0.974
CubiCasa,13018,relative-scale,24,0,15,15,6,4,843.19,712.97,601169.174,168.638,78.92,232.39,49.993,237.657,62.22,425.76,148.685,0.025,1.183,0.296,0.626,0.52,10,5,0.333,0.71
CubiCasa,13003,relative-scale,22,10,3,13,12,12,1027.4,1332.94,1369462.556,93.4,0.04,339.77,120.808,121.176,0.18,645.58,183.624,0.009,0.771,1.293,1.515,0.263,4,9,0.692,0.771
CubiCasa,12975,relative-scale,41,3,8,11,7,5,1245.09,946.18,1178079.256,207.515,0.87,306.24,97.181,236.545,0.56,794.65,327.887,0.009,1.316,0.468,1.386,0.35,7,4,0.364,0.877
CubiCasa,12969,relative-scale,13,0,4,4,2,3,633.44,484.59,306958.69,633.44,633.44,633.44,0.0,242.295,178.23,306.36,64.065,0.013,1.307,0.0,0.264,0.791,4,0,0.0,2.614
CubiCasa,12967,relative-scale,24,2,18,20,4,8,763.84,1444.6,1103443.264,254.613,205.16,322.89,49.872,206.371,25.1,444.84,139.812,0.018,0.529,0.196,0.677,0.534,14,6,0.3,1.234
CubiCasa,12966,relative-scale,19,0,5,5,3,2,1152.91,663.75,765244.012,576.455,290.07,862.84,286.385,663.75,663.75,663.75,0.0,0.007,1.737,0.497,0.0,0.668,5,0,0.0,0.868
CubiCasa,12931,relative-scale,78,12,15,27,16,17,3018.61,1234.3,3725870.323,201.241,0.02,1072.98,285.333,77.144,0.7,302.37,95.026,0.007,2.446,1.418,1.232,0.274,5,22,0.815,2.609
CubiCasa,12890,relative-scale,28,4,9,13,7,5,1188.06,840.59,998671.355,198.01,0.01,393.66,150.487,210.148,115.27,340.08,95.593,0.013,1.413,0.76,0.455,0.451,7,6,0.462,0.942
CubiCasa,12883,relative-scale,41,2,10,12,6,5,1469.7,925.28,1359884.016,293.94,0.66,735.44,249.775,231.32,0.45,774.14,319.305,0.009,1.588,0.85,1.38,0.31,8,4,0.333,1.271
CubiCasa,12868,relative-scale,24,1,10,11,6,4,1517.43,705.91,1071169.011,303.486,89.52,692.4,215.493,235.303,42.03,578.18,243.105,0.01,2.15,0.71,1.033,0.365,7,4,0.364,1.29
CubiCasa,12865,relative-scale,22,0,8,8,4,3,820.9,1258.37,1032995.933,273.633,39.35,543.01,207.11,629.185,367.59,890.78,261.595,0.008,0.652,0.757,0.416,0.46,6,2,0.25,0.435
CubiCasa,12859,relative-scale,17,0,4,4,2,2,656.16,835.45,548188.872,656.16,656.16,656.16,0.0,835.45,835.45,835.45,0.0,0.007,0.785,0.0,0.0,1.0,4,0,0.0,0.785
CubiCasa,12852,relative-scale,18,8,6,14,10,8,649.21,866.52,562553.449,72.134,0.01,218.77,62.56,123.789,0.1,640.46,212.14,0.025,0.749,0.867,1.714,0.279,9,5,0.357,0.583
CubiCasa,12821,relative-scale,12,0,4,4,2,2,483.68,690.51,333985.877,483.68,483.68,483.68,0.0,690.51,690.51,690.51,0.0,0.012,0.7,0.0,0.0,1.0,4,0,0.0,0.7
CubiCasa,12819,relative-scale,26,4,4,6,4,4,1292.29,377.05,487257.944,430.763,0.26,1101.36,480.513,125.683,15.97,335.18,148.192,0.012,3.427,1.115,1.179,0.304,5,1,0.167,3.427
CubiCasa,12813,relative-scale,66,13,10,23,16,15,2391.24,1208.89,2890746.124,159.416,0.25,432.19,156.864,86.349,0.05,275.11,105.474,0.008,1.978,0.984,1.221,0.312,6,17,0.739,1.846
CubiCasa,12804,relative-scale,25,0,12,12,5,3,646.94,923.34,597345.58,161.735,137.62,193.86,21.716,461.67,42.93,880.41,418.74,0.02,0.701,0.134,0.907,0.49,9,3,0.25,0.35
CubiCasa,12799,relative-scale,32,2,11,13,5,7,1114.35,786.27,876179.974,278.588,177.64,493.22,128.267,131.045,18.96,616.37,217.478,0.015,1.417,0.46,1.66,0.321,8,5,0.385,2.126
CubiCasa,12795,relative-scale,30,2,10,11,4,5,664.06,1061.22,704713.753,221.353,149.19,317.03,70.509,265.305,9.65,832.44,329.966,0.016,0.626,0.319,1.244,0.39,8,3,0.273,0.834
CubiCasa,12781,relative-scale,24,0,12,12,3,4,846.17,1038.81,879009.858,423.085,169.6,676.57,253.485,346.27,178.64,476.79,124.516,0.014,0.815,0.599,0.36,0.511,10,2,0.167,1.222
CubiCasa,12780,relative-scale,67,2,16,18,7,9,1868.13,1044.87,1951952.993,311.355,79.42,653.56,197.89,130.609,2.06,338.51,105.248,0.009,1.788,0.636,0.806,0.41,7,11,0.611,2.384
CubiCasa,12748,relative-scale,28,13,6,19,13,12,770.69,887.2,683756.168,64.224,0.11,259.0,71.454,80.655,0.01,596.8,166.977,0.028,0.869,1.113,2.07,0.239,6,13,0.684,0.796
CubiCasa,12745,relative-scale,28,0,11,11,5,3,1073.07,384.36,412445.185,268.268,66.14,576.03,188.554,192.18,157.65,226.71,34.53,0.027,2.792,0.703,0.18,0.531,9,2,0.182,1.396
CubiCasa,12743,relative-scale,39,3,12,15,8,6,1180.03,1163.98,1373531.319,168.576,39.26,384.6,129.916,232.796,0.58,630.3,266.979,0.011,1.014,0.771,1.147,0.343,11,4,0.267,0.724
CubiCasa,12700,relative-scale,17,0,5,5,3,2,1011.73,638.66,646151.482,505.865,377.18,634.55,128.685,638.66,638.66,638.66,0.0,0.008,1.584,0.254,0.0,0.797,5,0,0.0,0.792
CubiCasa,12689,relative-scale,20,0,4,4,2,2,327.64,580.1,190063.964,327.64,327.64,327.64,0.0,580.1,580.1,580.1,0.0,0.021,0.565,0.0,0.0,1.0,4,0,0.0,0.565
CubiCasa,12675,relative-scale,18,0,6,6,2,3,661.11,869.44,574795.478,661.11,661.11,661.11,0.0,434.72,283.81,585.63,150.91,0.01,0.76,0.0,0.347,0.742,6,0,0.0,1.521
